filename,label,set
cc71bada_nohash_0.wav,go,training
54b6d355_nohash_1.wav,six,training
9205fb3c_nohash_0.wav,nine,training
9e92ef0c_nohash_3.wav,visual,training
9e42ae25_nohash_1.wav,on,training
24a3e589_nohash_2.wav,go,training
b528edb3_nohash_4.wav,backward,training
131e738d_nohash_4.wav,off,training
3102f006_nohash_3.wav,visual,training
676f8138_nohash_2.wav,two,training
637c702a_nohash_0.wav,yes,training
cfbedff9_nohash_1.wav,no,testing
42f81601_nohash_3.wav,eight,training
81dc4a94_nohash_2.wav,nine,testing
8a194ee6_nohash_0.wav,marvin,training
54b6d355_nohash_0.wav,nine,training
11a022ba_nohash_1.wav,go,training
73f20b00_nohash_3.wav,eight,validation
2356b88d_nohash_2.wav,three,training
5f5eef60_nohash_0.wav,nine,training
5cf1ecce_nohash_0.wav,yes,training
97f4c236_nohash_3.wav,one,testing
beb458a4_nohash_2.wav,backward,testing
229978fd_nohash_2.wav,yes,training
2fee065a_nohash_3.wav,nine,training
6d0ad764_nohash_0.wav,house,validation
acde7e73_nohash_1.wav,on,training
2d92f18b_nohash_0.wav,two,training
bca56796_nohash_0.wav,three,validation
18d120ae_nohash_0.wav,nine,training
c22ebf46_nohash_0.wav,left,training
937b433e_nohash_0.wav,zero,training
02ade946_nohash_4.wav,on,training
7d6b4b10_nohash_0.wav,on,training
1acc97de_nohash_2.wav,one,testing
aff582a1_nohash_0.wav,no,training
ac899eb7_nohash_0.wav,dog,training
2197f41c_nohash_0.wav,off,training
c71e3acc_nohash_0.wav,six,training
88a487ce_nohash_0.wav,house,training
f736ab63_nohash_2.wav,learn,training
a2cc5444_nohash_4.wav,five,training
3a33d3a4_nohash_0.wav,one,training
1496195a_nohash_3.wav,off,training
72320401_nohash_0.wav,down,training
0b7ee1a0_nohash_0.wav,sheila,training
f68160c0_nohash_0.wav,dog,training
b19f7f5f_nohash_0.wav,four,training
92a9c5e6_nohash_0.wav,sheila,training
638548d5_nohash_1.wav,bird,training
bdd22e4d_nohash_4.wav,three,training
a2b16113_nohash_0.wav,nine,training
a929f9b9_nohash_0.wav,three,training
69a1a79f_nohash_2.wav,follow,training
54ad8f22_nohash_1.wav,left,training
8c4854bc_nohash_0.wav,zero,training
856eb138_nohash_0.wav,marvin,validation
57152045_nohash_1.wav,forward,training
617aeb6c_nohash_0.wav,right,training
fbdc07bb_nohash_0.wav,up,training
2b5e346d_nohash_1.wav,eight,training
5c39594f_nohash_2.wav,up,training
3d9bbe2d_nohash_4.wav,nine,training
39025b21_nohash_0.wav,no,training
b71ebf79_nohash_0.wav,seven,training
67fcdb05_nohash_0.wav,on,training
97cbf436_nohash_0.wav,one,training
eb0676ec_nohash_0.wav,five,training
1a994c9f_nohash_0.wav,up,training
3102f006_nohash_4.wav,seven,training
ffb86d3c_nohash_0.wav,six,testing
6a700f9d_nohash_0.wav,bed,training
68dd409e_nohash_2.wav,off,testing
9637f43f_nohash_1.wav,bed,training
026290a7_nohash_0.wav,left,validation
c2657ba5_nohash_0.wav,backward,training
b843de62_nohash_1.wav,dog,training
c2aeb59d_nohash_1.wav,six,training
493392c6_nohash_0.wav,stop,training
d070ea86_nohash_0.wav,house,training
0c540988_nohash_0.wav,house,testing
f798ac78_nohash_1.wav,five,training
c120e80e_nohash_1.wav,five,training
51f7a034_nohash_0.wav,happy,training
e4be0cf6_nohash_0.wav,one,training
948867e7_nohash_1.wav,wow,training
8523766b_nohash_1.wav,right,validation
fe31cb13_nohash_1.wav,one,training
ab9b93e4_nohash_1.wav,no,training
6e916de8_nohash_2.wav,wow,testing
365908bd_nohash_0.wav,go,training
5c8af87a_nohash_1.wav,off,testing
15c563d7_nohash_3.wav,yes,training
8012c69d_nohash_3.wav,five,training
f875f965_nohash_0.wav,happy,training
3f45a0cf_nohash_0.wav,zero,training
b80d6c5e_nohash_0.wav,dog,training
15574821_nohash_1.wav,zero,training
a0f93943_nohash_0.wav,five,training
2b5e346d_nohash_3.wav,yes,training
caa4779f_nohash_0.wav,down,training
28e47b1a_nohash_3.wav,yes,training
019fa366_nohash_0.wav,house,training
b9515bf3_nohash_0.wav,three,training
ed032775_nohash_4.wav,nine,training
ffd2ba2f_nohash_4.wav,yes,training
30a09789_nohash_0.wav,left,training
b0f5b16d_nohash_0.wav,happy,training
9b027ecf_nohash_2.wav,off,training
493392c6_nohash_0.wav,down,training
bc065a17_nohash_0.wav,eight,training
fac74f6a_nohash_0.wav,left,training
1cb788bc_nohash_2.wav,down,testing
0585b66d_nohash_3.wav,stop,training
a527cb3c_nohash_0.wav,nine,training
91b03183_nohash_3.wav,zero,testing
826268f8_nohash_0.wav,up,validation
0a2b400e_nohash_1.wav,two,training
617aeb6c_nohash_3.wav,five,training
4649256f_nohash_0.wav,yes,training
2be08ce4_nohash_0.wav,dog,training
e8d562ca_nohash_2.wav,off,training
db24628d_nohash_3.wav,backward,testing
0a196374_nohash_2.wav,three,training
1ed557b9_nohash_0.wav,nine,training
6c968bd9_nohash_2.wav,three,training
11a022ba_nohash_0.wav,two,training
a489191a_nohash_4.wav,five,training
87070229_nohash_2.wav,down,testing
3e2ba5f7_nohash_0.wav,house,validation
72aa7259_nohash_0.wav,up,training
54ad8f22_nohash_0.wav,off,training
f035e2ea_nohash_1.wav,up,training
9b02d503_nohash_3.wav,seven,training
6205088b_nohash_1.wav,nine,testing
b737ee80_nohash_0.wav,off,testing
c68cf200_nohash_0.wav,eight,training
d5ca80c6_nohash_0.wav,no,testing
b6026214_nohash_0.wav,bird,training
460209ac_nohash_1.wav,down,training
19e246ad_nohash_1.wav,right,training
d91a159e_nohash_0.wav,on,testing
779de043_nohash_0.wav,eight,training
85851131_nohash_0.wav,no,training
0b139000_nohash_0.wav,follow,training
87070229_nohash_4.wav,yes,testing
679463fc_nohash_1.wav,forward,training
9a7c1f83_nohash_2.wav,nine,testing
fb01a182_nohash_0.wav,four,training
